Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packet Length Max,Label
0.0067748398048601,0.0012600587323519,0.0025657472738935,0.002200825309491,0.0142149472323928,0
0.0277110829038523,2.583334151389148e-07,0.0,0.0002751031636863,0.0,1
0.0156142470446099,8.250002612500826e-07,0.0,0.0002751031636863,0.0001435853255797,1
0.0160424536236981,8.833336130556441e-07,0.0,0.0002751031636863,0.0001435853255797,1
0.8882227897658627,6.250001979167293e-07,0.0,0.0002751031636863,0.0001435853255797,1
0.0008105338818455,2.166667352777995e-06,0.0003207184092366,0.0005502063273727,0.0027999138488046,0
0.0083806144764409,2.166667352777995e-07,0.0,0.0002751031636863,0.0001435853255797,1
0.1299912829374971,5.83333518055614e-07,0.0,0.0002751031636863,0.0001435853255797,1
0.0008105338818455,3.866667891111499e-06,0.0,0.0002751031636863,0.0033024624883336,0
0.0168071082292128,8.75000277083421e-07,0.0,0.0002751031636863,0.0001435853255797,1
0.0179693832295951,4.666668144444912e-07,0.0,0.0002751031636863,0.0001435853255797,1
0.0067748398048601,0.2518067380721337,0.0048107761385503,0.0035763411279229,0.0371168066623591,0
0.0313049595497713,5.583335101389448e-07,0.0,0.0002751031636863,0.0001435853255797,1
0.0749208582483292,3.500001108333684e-07,0.0,0.0002751031636863,0.0,1
0.1320099710960559,2.166667352777995e-07,0.0,0.0002751031636863,0.0004307559767391,0
0.0067748398048601,0.0428494052356449,0.0016035920461834,0.002200825309491,0.0136406059300739,0
0.0504824970560797,4.0000012666670674e-07,0.0,0.0002751031636863,0.0001435853255797,1
0.0067748398048601,0.2646362671348179,0.0131494547787042,0.0170563961485557,0.0382654892669969,0
0.1390142072825704,4.666668144444912e-07,0.0,0.0002751031636863,0.0,1
0.8308431081680404,8.250002612500826e-07,0.0,0.0002751031636863,0.0001435853255797,1
0.0008105338818455,2.775000878750278e-06,0.0003207184092366,0.0005502063273727,0.002081987220906,0
0.0067748398048601,0.8299602628207498,0.0022450288646568,0.0016506189821182,0.0600904587551152,0
0.3028185168759271,5.583335101389448e-07,0.0,0.0002751031636863,0.0001435853255797,1
0.0008105338818455,1.950000617500196e-06,0.0003207184092366,0.0005502063273727,0.0028717065115945,0
0.0008105338818455,0.0004217584668901,0.0003207184092366,0.0005502063273727,0.0026563285232249,0
0.0067748398048601,0.9628187548926056,0.0125080179602309,0.0148555708390646,0.0269222485461985,0
0.0612641269938368,2.583334151389148e-07,0.0,0.0002751031636863,0.0,1
0.0012234473688235,0.0001638417185498,0.0003207184092366,0.0,0.0004307559767391,0
0.0089770450687424,6.833335497222908e-07,0.0,0.0002751031636863,0.0,1
0.0386150575784917,2.83333423055584e-07,0.0,0.0002751031636863,0.0,1
0.0515224273195797,4.750001504167143e-07,0.0,0.0002751031636863,0.0001435853255797,1
0.0008105338818455,3.575001132083692e-06,0.0,0.0002751031636863,0.0048101084069208,0
0.0139320069124776,7.50000237500075e-07,0.0,0.0002751031636863,0.0,1
0.0008105338818455,0.0002593084154476,0.0003207184092366,0.0005502063273727,0.0022255725464857,0
0.0232607930997568,6.750002137500677e-07,0.0,0.0002751031636863,0.0001435853255797,1
0.0171894355319702,7.50000237500075e-07,0.0,0.0002751031636863,0.0001435853255797,1
0.0008105338818455,2.8000008866669477e-06,0.0003207184092366,0.0005502063273727,0.0026563285232249,0
0.0012234473688235,0.0027824592144454,0.0,0.0002751031636863,0.0004307559767391,0
0.0008105338818455,1.616667178611273e-06,0.0003207184092366,0.0005502063273727,0.0039485964534424,0
0.1625043967639816,5.416668381944987e-07,0.0,0.0002751031636863,0.0001435853255797,1
0.1038248023367844,4.666668144444912e-07,0.0,0.0002751031636863,0.0,1
0.6654330239031029,5.666668461111679e-07,0.0,0.0002751031636863,0.0,0
0.0798605269999541,1.3750004354168043e-06,0.0,0.0002751031636863,0.0,1
0.0067748398048601,0.0282208422699333,0.0016035920461834,0.0005502063273727,0.0033024624883336,0
0.0008105338818455,1.2583337318056816e-06,0.0003207184092366,0.0005502063273727,0.0033024624883336,0
0.0918961904907553,5.666668461111679e-07,0.0,0.0002751031636863,0.0001435853255797,1
0.0772454082490938,3.833334547222606e-07,0.0,0.0002751031636863,0.0001435853255797,1
0.0008105338818455,5.816668508611694e-06,0.0,0.0002751031636863,0.0040203891162323,0
0.7743810120968357,6.666668777778447e-07,0.0,0.0002751031636863,0.0001435853255797,1
0.0367187141568153,8.75000277083421e-07,0.0,0.0002751031636863,0.0001435853255797,1
